"Fiscal Year","Facility ID","Facility Name","Address","City","State","ZIP Code","County Name","MSPB-1 Achievement Threshold","MSPB-1 Benchmark","MSPB-1 Baseline Rate","MSPB-1 Performance Rate","MSPB-1 Achievement Points","MSPB-1 Improvement Points","MSPB-1 Measure Score"
"2021","310096",SAINT MICHAEL'S MEDICAL CENTER,"111 CENTRAL AVENUE",NEWARK,NJ,"07102",Essex,"0.987266","0.852083","0.987514","0.951942","3 out of 10","2 out of 9","3 out of 10"
"2021","310108",JFK MEDICAL CTR - ANTHONY M. YELENCSICS COMMUNITY,"65 JAMES STREET",EDISON,NJ,"08818",Middlesex,"0.987266","0.852083","1.141222","1.129781","0 out of 10","0 out of 9","0 out of 10"
"2021","310110",ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL HAMILTON,ONE HAMILTON HEALTH PLACE,HAMILTON,NJ,"08690",Mercer,"0.987266","0.852083","1.084445","1.038439","0 out of 10","1 out of 9","1 out of 10"
"2021","310111",CENTRASTATE MEDICAL CENTER,"901 WEST MAIN STREET",FREEHOLD,NJ,"07728",Monmouth,"0.987266","0.852083","1.087353","1.076473","0 out of 10","0 out of 9","0 out of 10"
"2021","310112",BAYSHORE MEDICAL CENTER,"727 N BEERS ST",HOLMDEL,NJ,"07733",Monmouth,"0.987266","0.852083","1.055804","1.030574","0 out of 10","1 out of 9","1 out of 10"
"2021","310113",SOUTHERN OCEAN MEDICAL CENTER,"1140 RT 72 W",MANAHAWKIN,NJ,"08050",Ocean,"0.987266","0.852083","1.005433","1.038070","0 out of 10","0 out of 9","0 out of 10"
"2021","310115",HACKETTSTOWN MEDICAL CENTER,"651 WILLOW GROVE ST",HACKETTSTOWN,NJ,"07840",Warren,"0.987266","0.852083","1.081776","1.037080","0 out of 10","1 out of 9","1 out of 10"
"2021","310118",HUDSON REGIONAL HOSPITAL,"55 MEADOWLANDS PKWY",SECAUCUS,NJ,"07094",Hudson,"0.987266","0.852083","1.071371","1.141689","0 out of 10","0 out of 9","0 out of 10"
"2021","310119",UNIVERSITY HOSPITAL,"150 BERGEN ST",NEWARK,NJ,"07101",Essex,"0.987266","0.852083","1.118418","1.140807","0 out of 10","0 out of 9","0 out of 10"
"2021","310130",HACKENSACK MERIDIAN HEALTH PASCACK VALLEY MEDICAL,"250 OLD HOOK ROAD",WESTWOOD,NJ,"07675",Bergen,"0.987266","0.852083","1.087092","1.100828","0 out of 10","0 out of 9","0 out of 10"
"2021","320001",UNM HOSPITAL,"2211 LOMAS BOULEVARD NE",ALBUQUERQUE,NM,"87106",Bernalillo,"0.987266","0.852083","1.029711","1.041627","0 out of 10","0 out of 9","0 out of 10"
"2021","320002",CHRISTUS ST VINCENT REGIONAL MEDICAL CENTER,"455 ST MICHAEL'S DRIVE",SANTA FE,NM,"87505",Santa Fe,"0.987266","0.852083","0.934759","0.924909","5 out of 10","1 out of 9","5 out of 10"
"2021","320003",ALTA VISTA REGIONAL HOSPITAL,"104 LEGION DRIVE",LAS VEGAS,NM,"87701",San Miguel,"0.987266","0.852083","0.816020","0.791777","10 out of 10","9 out of 9","10 out of 10"
"2021","320004",GERALD CHAMPION REGIONAL MEDICAL CENTER,"2669 SCENIC DRIVE",ALAMOGORDO,NM,"88310",Otero,"0.987266","0.852083","0.928746","0.966055","2 out of 10","0 out of 9","2 out of 10"
"2021","320005",SAN JUAN REGIONAL MEDICAL CENTER,"801 WEST MAPLE STREET",FARMINGTON,NM,"87401",San Juan,"0.987266","0.852083","0.966907","0.956748","3 out of 10","0 out of 9","3 out of 10"
"2021","320006",EASTERN NEW MEXICO MEDICAL CENTER,"405 W COUNTRY CLUB ROAD",ROSWELL,NM,"88201",Chaves,"0.987266","0.852083","0.922685","0.920624","5 out of 10","0 out of 9","5 out of 10"
"2021","320009",LOVELACE MEDICAL CENTER,"601 DR MARTIN LUTHER KING JR AVE NE",ALBUQUERQUE,NM,"87102",Bernalillo,"0.987266","0.852083","0.969087","0.998259","0 out of 10","0 out of 9","0 out of 10"
"2021","320011",PRESBYTERIAN ESPANOLA HOSPITAL,"1010 SPRUCE STREET",ESPANOLA,NM,"87532",Rio Arriba,"0.987266","0.852083","0.914696","0.900159","6 out of 10","2 out of 9","6 out of 10"
"2021","320016",GILA REGIONAL MEDICAL CENTER,"1313 E 32ND ST",SILVER CITY,NM,"88061",Grant,"0.987266","0.852083","0.870703","1.021352","0 out of 10","0 out of 9","0 out of 10"
"2021","320017",LOVELACE WOMEN'S HOSPITAL,"4701 MONTGOMERY BOULEVARD NE",ALBUQUERQUE,NM,"87109",Bernalillo,"0.987266","0.852083","0.906847","0.968227","2 out of 10","0 out of 9","2 out of 10"
"2021","320018",MEMORIAL MEDICAL CENTER,"2450 SOUTH TELSHOR BLVD",LAS CRUCES,NM,"88011",Dona Ana,"0.987266","0.852083","1.013774","1.021031","0 out of 10","0 out of 9","0 out of 10"
"2021","320021",PRESBYTERIAN HOSPITAL,"1100 CENTRAL AVENUE SE",ALBUQUERQUE,NM,"87106",Bernalillo,"0.987266","0.852083","0.967254","0.966147","2 out of 10","0 out of 9","2 out of 10"
"2021","320022",PLAINS REGIONAL MEDICAL CENTER,"2100 N MARTIN LUTHER KING, JR, BLVD",CLOVIS,NM,"88101",Curry,"0.987266","0.852083","0.871517","0.966478","2 out of 10","0 out of 9","2 out of 10"
"2021","320030",ARTESIA GENERAL HOSPITAL,"702 N 13TH STREET",ARTESIA,NM,"88210",Eddy,"0.987266","0.852083","0.928164","0.918979","5 out of 10","1 out of 9","5 out of 10"
"2021","320033",LOS ALAMOS MEDICAL CENTER,"3917 WEST ROAD",LOS ALAMOS,NM,"87544",Los Alamos,"0.987266","0.852083","0.890923","0.823861","10 out of 10","9 out of 9","10 out of 10"
"2021","320038",REHOBOTH MCKINLEY CHRISTIAN HEALTH CARE SERVICES,"1901 RED ROCK DRIVE",GALLUP,NM,"87301",McKinley,"0.987266","0.852083","0.877033","0.786714","10 out of 10","9 out of 9","10 out of 10"
"2021","320061",GALLUP INDIAN MEDICAL CENTER,"516 E NIZHONI BLVD",GALLUP,NM,"87301",McKinley,"0.987266","0.852083","0.803510","0.767098","10 out of 10","9 out of 9","10 out of 10"
"2021","320063",CARLSBAD MEDICAL CENTER,"2430 WEST PIERCE STREET",CARLSBAD,NM,"88220",Eddy,"0.987266","0.852083","0.878392","0.898776","6 out of 10","0 out of 9","6 out of 10"
"2021","320065",LEA REGIONAL MEDICAL CENTER,"5419 N LOVINGTON HIGHWAY",HOBBS,NM,"88240",Lea,"0.987266","0.852083","0.924227","0.995941","0 out of 10","0 out of 9","0 out of 10"
"2021","320074",LOVELACE WESTSIDE HOSPITAL,"10501 GOLF COURSE ROAD NW",ALBUQUERQUE,NM,"87114",Bernalillo,"0.987266","0.852083","0.980118","0.983075","1 out of 10","0 out of 9","1 out of 10"
"2021","320085",MOUNTAIN VIEW REGIONAL MEDICAL CENTER,"4311 EAST LOHMAN AVENUE",LAS CRUCES,NM,"88011",Dona Ana,"0.987266","0.852083","1.023904","1.060802","0 out of 10","0 out of 9","0 out of 10"
"2021","320086",LOVELACE REGIONAL HOSPITAL - ROSWELL,"117 EAST 19TH STREET",ROSWELL,NM,"88201",Chaves,"0.987266","0.852083","1.053181","1.033887","0 out of 10","0 out of 9","0 out of 10"
"2021","320089",UNM SANDOVAL REGIONAL MEDICAL CENTER,"3001 BROADMOOR BLVD NE",RIO RANCHO,NM,"87144",Sandoval,"0.987266","0.852083","0.896519","0.943176","3 out of 10","0 out of 9","3 out of 10"
"2021","330004",HEALTHALLIANCE HOSPITAL BROADWAY CAMPUS,"396 BROADWAY",KINGSTON,NY,"12401",Ulster,"0.987266","0.852083","1.042782","1.067575","0 out of 10","0 out of 9","0 out of 10"
"2021","330005",KALEIDA HEALTH,"100 HIGH STREET",BUFFALO,NY,"14210",Erie,"0.987266","0.852083","0.953797","0.958166","2 out of 10","0 out of 9","2 out of 10"
"2021","330006",ST JOSEPH'S MEDICAL CENTER,"127 SOUTH BROADWAY",YONKERS,NY,"10701",Westchester,"0.987266","0.852083","1.099835","1.108975","0 out of 10","0 out of 9","0 out of 10"
"2021","330008",WYOMING COUNTY COMMUNITY HOSPITAL,"400 NORTH MAIN STREET",WARSAW,NY,"14569",Wyoming,"0.987266","0.852083","0.937546","0.895919","7 out of 10","4 out of 9","7 out of 10"
"2021","330009",BRONX-LEBANON HOSPITAL CENTER,"1276 FULTON AVENUE",BRONX,NY,"10456",Bronx,"0.987266","0.852083","0.913628","0.949576","3 out of 10","0 out of 9","3 out of 10"
"2021","330011","OUR LADY OF LOURDES MEMORIAL HOSPITAL, INC","169 RIVERSIDE DRIVE",BINGHAMTON,NY,"13905",Broome,"0.987266","0.852083","0.899508","0.898506","6 out of 10","0 out of 9","6 out of 10"
"2021","330013",ALBANY MEDICAL CENTER HOSPITAL,"43 NEW SCOTLAND AVENUE, MAIL CODE 34",ALBANY,NY,"12208",Albany,"0.987266","0.852083","0.967646","1.002999","0 out of 10","0 out of 9","0 out of 10"
"2021","330014",JAMAICA HOSPITAL MEDICAL CENTER,"89TH AVENUE AND VAN WYCK EXPRESSWAY",JAMAICA,NY,"11418",Queens,"0.987266","0.852083","1.031779","1.017688","0 out of 10","0 out of 9","0 out of 10"
"2021","330019","NEW YORK COMMUNITY HOSPITAL OF BROOKLYN, INC.","2525 KINGS HIGHWAY",BROOKLYN,NY,"11229",Kings,"0.987266","0.852083","1.051348","1.092278","0 out of 10","0 out of 9","0 out of 10"
"2021","330023",VASSAR BROTHERS MEDICAL CENTER,"45 READE PLACE",POUGHKEEPSIE,NY,"12601",Dutchess,"0.987266","0.852083","0.975087","0.982432","1 out of 10","0 out of 9","1 out of 10"
"2021","330024",MOUNT SINAI HOSPITAL,ONE GUSTAVE L LEVY PLACE,NEW YORK,NY,"10029",New York,"0.987266","0.852083","0.980605","0.984012","1 out of 10","0 out of 9","1 out of 10"
"2021","330027",NASSAU UNIVERSITY MEDICAL CENTER,"2201 HEMPSTEAD TURNPIKE",EAST MEADOW,NY,"11554",Nassau,"0.987266","0.852083","1.073669","1.043004","0 out of 10","1 out of 9","1 out of 10"
"2021","330028",RICHMOND UNIVERSITY MEDICAL CENTER,"355 BARD AVENUE",STATEN ISLAND,NY,"10310",Richmond,"0.987266","0.852083","1.010877","1.037180","0 out of 10","0 out of 9","0 out of 10"
"2021","330030",NEWARK-WAYNE COMMUNITY HOSPITAL,"111 DRIVING PARK AVENUE",NEWARK,NY,"14513",Wayne,"0.987266","0.852083","0.869388","0.868980","8 out of 10","0 out of 9","8 out of 10"
"2021","330033",CHENANGO MEMORIAL HOSPITAL,"179 NORTH BROAD STREET",NORWICH,NY,"13815",Chenango,"0.987266","0.852083","0.905360","0.955587","3 out of 10","0 out of 9","3 out of 10"
"2021","330043",SOUTHSIDE HOSPITAL,"301 EAST MAIN STREET",BAY SHORE,NY,"11706",Suffolk,"0.987266","0.852083","1.044940","1.044598","0 out of 10","0 out of 9","0 out of 10"
"2021","330044",FAXTON-ST LUKE'S HEALTHCARE,"1656 CHAMPLIN AVENUE",UTICA,NY,"13503",Oneida,"0.987266","0.852083","1.022050","1.019430","0 out of 10","0 out of 9","0 out of 10"
"2021","330045",HUNTINGTON HOSPITAL,"270 PARK AVENUE",HUNTINGTON,NY,"11743",Suffolk,"0.987266","0.852083","0.997223","1.009926","0 out of 10","0 out of 9","0 out of 10"
"2021","330046",MOUNT SINAI WEST,"1000 TENTH AVENUE",NEW YORK,NY,"10019",New York,"0.987266","0.852083","1.022643","1.023833","0 out of 10","0 out of 9","0 out of 10"
"2021","330047",ST MARY'S HEALTHCARE,"427 GUY PARK AVENUE",AMSTERDAM,NY,"12010",Montgomery,"0.987266","0.852083","0.984838","0.965963","2 out of 10","1 out of 9","2 out of 10"
"2021","330049",NORTHERN DUTCHESS HOSPITAL,"6511 SPRINGBROOK AVENUE",RHINEBECK,NY,"12572",Dutchess,"0.987266","0.852083","0.969927","0.973492","1 out of 10","0 out of 9","1 out of 10"
"2021","330055",NEW YORK-PRESBYTERIAN/QUEENS,"56-45 MAIN STREET",FLUSHING,NY,"11355",Queens,"0.987266","0.852083","1.019417","1.058046","0 out of 10","0 out of 9","0 out of 10"
"2021","330056",BROOKLYN HOSPITAL CENTER - DOWNTOWN CAMPUS,"121 DEKALB AVENUE",BROOKLYN,NY,"11201",Kings,"0.987266","0.852083","0.984020","1.032054","0 out of 10","0 out of 9","0 out of 10"
"2021","330057",ST PETER'S HOSPITAL,"315 SOUTH MANNING BOULEVARD",ALBANY,NY,"12208",Albany,"0.987266","0.852083","0.918254","0.946444","3 out of 10","0 out of 9","3 out of 10"
"2021","330058",GENEVA GENERAL HOSPITAL,"196 -198 NORTH STREET",GENEVA,NY,"14456",Ontario,"0.987266","0.852083","0.901340","0.929251","4 out of 10","0 out of 9","4 out of 10"
"2021","330065",NIAGARA FALLS MEMORIAL MEDICAL CENTER,"621 TENTH STREET",NIAGARA FALLS,NY,"14302",Niagara,"0.987266","0.852083","0.959785","0.924184","5 out of 10","3 out of 9","5 out of 10"
"2021","330073",UNITED MEMORIAL MEDICAL CENTER,"127 NORTH STREET",BATAVIA,NY,"14020",Genesee,"0.987266","0.852083","0.915443","0.980271","1 out of 10","0 out of 9","1 out of 10"
"2021","330074",F F THOMPSON HOSPITAL,"350 PARRISH STREET",CANANDAIGUA,NY,"14424",Ontario,"0.987266","0.852083","0.902806","0.906709","6 out of 10","0 out of 9","6 out of 10"
"2021","330078",SISTERS OF CHARITY HOSPITAL,"2157 MAIN STREET",BUFFALO,NY,"14214",Erie,"0.987266","0.852083","0.977781","0.967818","2 out of 10","0 out of 9","2 out of 10"
"2021","330079",ADIRONDACK MEDICAL CENTER - SARANAC LAKE,"2233 STATE ROUTE 86, PO BOX 471",SARANAC LAKE,NY,"12983",Franklin,"0.987266","0.852083","0.939835","0.942321","3 out of 10","0 out of 9","3 out of 10"
"2021","330080",LINCOLN MEDICAL & MENTAL HEALTH CENTER,"234 EAST 149TH STREET",BRONX,NY,"10451",Bronx,"0.987266","0.852083","0.915908","0.918921","5 out of 10","0 out of 9","5 out of 10"
"2021","330084",ALICE HYDE MEDICAL CENTER,"133 PARK STREET, PO BOX 729",MALONE,NY,"12953",Franklin,"0.987266","0.852083","0.815838","0.832141","10 out of 10","0 out of 9","10 out of 10"
"2021","330085",AURELIA OSBORN FOX MEMORIAL HOSPITAL,ONE NORTON AVENUE,ONEONTA,NY,"13820",Otsego,"0.987266","0.852083","0.922518","0.947821","3 out of 10","0 out of 9","3 out of 10"
"2021","330086",MONTEFIORE MOUNT VERNON HOSPITAL,"12 NORTH 7TH AVENUE",MOUNT VERNON,NY,"10550",Westchester,"0.987266","0.852083","1.101740","1.163059","0 out of 10","0 out of 9","0 out of 10"
"2021","330090",ARNOT OGDEN MEDICAL CENTER,"600 ROE AVENUE",ELMIRA,NY,"14905",Chemung,"0.987266","0.852083","0.969691","0.995410","0 out of 10","0 out of 9","0 out of 10"
"2021","330094",COLUMBIA MEMORIAL HOSPITAL,"71 PROSPECT AVENUE",HUDSON,NY,"12534",Columbia,"0.987266","0.852083","1.005907","1.005690","0 out of 10","0 out of 9","0 out of 10"
"2021","330096",JONES MEMORIAL HOSPITAL,"191 NORTH MAIN STREET",WELLSVILLE,NY,"14895",Allegany,"0.987266","0.852083","0.896353","0.912429","5 out of 10","0 out of 9","5 out of 10"
"2021","330101",NEW YORK-PRESBYTERIAN HOSPITAL,"525 EAST 68TH STREET",NEW YORK,NY,"10065",New York,"0.987266","0.852083","1.005176","1.007888","0 out of 10","0 out of 9","0 out of 10"
"2021","330102",KENMORE MERCY HOSPITAL,"2950 ELMWOOD AVENUE",KENMORE,NY,"14217",Erie,"0.987266","0.852083","1.012185","1.006497","0 out of 10","0 out of 9","0 out of 10"
"2021","330103",OLEAN GENERAL HOSPITAL,"515 MAIN STREET",OLEAN,NY,"14760",Cattaraugus,"0.987266","0.852083","0.979331","0.945618","3 out of 10","2 out of 9","3 out of 10"
"2021","330104",NYACK HOSPITAL,"160 NORTH MIDLAND AVENUE",NYACK,NY,"10960",Rockland,"0.987266","0.852083","1.107365","1.069186","0 out of 10","1 out of 9","1 out of 10"
"2021","330106",NORTH SHORE UNIVERSITY HOSPITAL,"300 COMMUNITY DRIVE",MANHASSET,NY,"11030",Nassau,"0.987266","0.852083","1.021996","1.012809","0 out of 10","0 out of 9","0 out of 10"
"2021","330107",PECONIC BAY MEDICAL CENTER,"1300 ROANOKE AVENUE",RIVERHEAD,NY,"11901",Suffolk,"0.987266","0.852083","1.034652","1.068703","0 out of 10","0 out of 9","0 out of 10"
"2021","330111",BERTRAND CHAFFEE HOSPITAL,"224 EAST MAIN STREET",SPRINGVILLE,NY,"14141",Erie,"0.987266","0.852083","0.984436","1.122563","0 out of 10","0 out of 9","0 out of 10"
"2021","330115",ONEIDA HEALTH HOSPITAL,"321 GENESEE STREET",ONEIDA,NY,"13421",Madison,"0.987266","0.852083","0.873782","0.877907","8 out of 10","0 out of 9","8 out of 10"
"2021","330119",LENOX HILL HOSPITAL,"100 EAST 77TH STREET",NEW YORK,NY,"10021",New York,"0.987266","0.852083","1.016491","1.015127","0 out of 10","0 out of 9","0 out of 10"
"2021","330125",ROCHESTER GENERAL HOSPITAL,"1425 PORTLAND AVENUE",ROCHESTER,NY,"14621",Monroe,"0.987266","0.852083","0.912823","0.944625","3 out of 10","0 out of 9","3 out of 10"
"2021","330126",ORANGE REGIONAL MEDICAL CENTER,"707 EAST MAIN STREET",MIDDLETOWN,NY,"10940",Orange,"0.987266","0.852083","1.025919","1.026272","0 out of 10","0 out of 9","0 out of 10"
"2021","330127",JACOBI MEDICAL CENTER,"1400 PELHAM PARKWAY SOUTH",BRONX,NY,"10461",Bronx,"0.987266","0.852083","1.004303","1.029586","0 out of 10","0 out of 9","0 out of 10"
"2021","330128",ELMHURST HOSPITAL CENTER,"79-01 BROADWAY",ELMHURST,NY,"11373",Queens,"0.987266","0.852083","1.011004","1.059206","0 out of 10","0 out of 9","0 out of 10"
"2021","330135",BON SECOURS COMMUNITY HOSPITAL,"160 EAST MAIN STREET",PORT JERVIS,NY,"12771",Orange,"0.987266","0.852083","0.902953","0.975504","1 out of 10","0 out of 9","1 out of 10"
"2021","330136",MARY IMOGENE BASSETT HOSPITAL,ONE ATWELL ROAD,COOPERSTOWN,NY,"13326",Otsego,"0.987266","0.852083","0.999571","1.015605","0 out of 10","0 out of 9","0 out of 10"
"2021","330140",ST JOSEPH'S HOSPITAL HEALTH CENTER,"301 PROSPECT AVENUE",SYRACUSE,NY,"13203",Onondaga,"0.987266","0.852083","0.947820","0.957261","2 out of 10","0 out of 9","2 out of 10"
"2021","330141",LONG ISLAND COMMUNITY HOSPITAL,"101 HOSPITAL ROAD",PATCHOGUE,NY,"11772",Suffolk,"0.987266","0.852083","1.089143","1.124435","0 out of 10","0 out of 9","0 out of 10"
"2021","330151",ST JAMES MERCY HOSPITAL,"411 CANISTEO STREET",HORNELL,NY,"14843",Steuben,"0.987266","0.852083","0.891766","0.870576","8 out of 10","5 out of 9","8 out of 10"
"2021","330153",ELLIS HOSPITAL,"1101 NOTT STREET",SCHENECTADY,NY,"12308",Schenectady,"0.987266","0.852083","0.886717","0.972188","2 out of 10","0 out of 9","2 out of 10"
"2021","330157",SAMARITAN MEDICAL CENTER,"830 WASHINGTON STREET",WATERTOWN,NY,"13601",Jefferson,"0.987266","0.852083","0.906891","0.928593","4 out of 10","0 out of 9","4 out of 10"
"2021","330158",GOOD SAMARITAN HOSPITAL OF SUFFERN,"255 LAFAYETTE AVENUE",SUFFERN,NY,"10901",Rockland,"0.987266","0.852083","1.101063","1.140579","0 out of 10","0 out of 9","0 out of 10"
"2021","330160",STATEN ISLAND UNIVERSITY HOSPITAL,"475 SEAVIEW AVENUE",STATEN ISLAND,NY,"10305",Richmond,"0.987266","0.852083","1.025972","1.037606","0 out of 10","0 out of 9","0 out of 10"
"2021","330162",NORTHERN WESTCHESTER HOSPITAL,"400 EAST MAIN STREET",MOUNT KISCO,NY,"10549",Westchester,"0.987266","0.852083","0.970461","0.928672","4 out of 10","3 out of 9","4 out of 10"
"2021","330163",EASTERN NIAGARA HOSPITAL - LOCKPORT DIVISION,"521 EAST AVENUE",LOCKPORT,NY,"14094",Niagara,"0.987266","0.852083","1.015715","0.984926","1 out of 10","1 out of 9","1 out of 10"
"2021","330164",HIGHLAND HOSPITAL,"1000 SOUTH AVENUE",ROCHESTER,NY,"14620",Monroe,"0.987266","0.852083","0.926225","0.901699","6 out of 10","3 out of 9","6 out of 10"
"2021","330169",MOUNT SINAI BETH ISRAEL,FIRST AVENUE AT 16TH STREET,NEW YORK,NY,"10003",New York,"0.987266","0.852083","1.020979","1.033763","0 out of 10","0 out of 9","0 out of 10"
"2021","330175",GUTHRIE CORTLAND REGIONAL MEDICAL CENTER,"134 HOMER AVENUE",CORTLAND,NY,"13045",Cortland,"0.987266","0.852083","0.915291","0.890830","7 out of 10","3 out of 9","7 out of 10"
"2021","330180",SAMARITAN HOSPITAL,"2215 BURDETT AVENUE",TROY,NY,"12180",Rensselaer,"0.987266","0.852083","0.966069","0.922434","5 out of 10","3 out of 9","5 out of 10"
"2021","330181",GLEN COVE HOSPITAL,"101 ST ANDREWS LANE",GLEN COVE,NY,"11542",Nassau,"0.987266","0.852083","1.091258","1.056921","0 out of 10","1 out of 9","1 out of 10"
"2021","330182","ST FRANCIS HOSPITAL, ROSLYN","100 PORT WASHINGTON BOULEVARD",ROSLYN,NY,"11576",Nassau,"0.987266","0.852083","1.017726","1.013818","0 out of 10","0 out of 9","0 out of 10"
"2021","330184",MONTEFIORE NEW ROCHELLE HOSPITAL,"16 GUION PLACE",NEW ROCHELLE,NY,"10802",Westchester,"0.987266","0.852083","1.051355","1.066511","0 out of 10","0 out of 9","0 out of 10"
"2021","330185",JOHN T MATHER MEMORIAL HOSPITAL  OF PORT JEFFERSON,"75 NORTH COUNTRY ROAD",PORT JEFFERSON,NY,"11777",Suffolk,"0.987266","0.852083","1.029688","1.048294","0 out of 10","0 out of 9","0 out of 10"
"2021","330188",MOUNT ST MARY'S HOSPITAL AND  HEALTH CENTER,"5300 MILITARY ROAD",LEWISTON,NY,"14092",Niagara,"0.987266","0.852083","0.946825","0.981184","1 out of 10","0 out of 9","1 out of 10"
"2021","330191",GLENS FALLS HOSPITAL,"100 PARK STREET",GLENS FALLS,NY,"12801",Warren,"0.987266","0.852083","1.005732","0.968129","2 out of 10","2 out of 9","2 out of 10"
"2021","330193",FLUSHING HOSPITAL MEDICAL CENTER,"45TH AVENUE AND PARSONS BOULEVARD",FLUSHING,NY,"11355",Queens,"0.987266","0.852083","1.137394","1.140930","0 out of 10","0 out of 9","0 out of 10"
"2021","330194",MAIMONIDES MEDICAL CENTER,"4802 TENTH AVENUE",BROOKLYN,NY,"11219",Kings,"0.987266","0.852083","1.018365","1.045886","0 out of 10","0 out of 9","0 out of 10"
"2021","330195",LONG ISLAND JEWISH MEDICAL CENTER,"270 - 05 76TH AVENUE",NEW HYDE PARK,NY,"11040",Nassau,"0.987266","0.852083","1.039304","1.043059","0 out of 10","0 out of 9","0 out of 10"
"2021","330196",CONEY ISLAND HOSPITAL CENTER,"2601 OCEAN PARKWAY",BROOKLYN,NY,"11235",Kings,"0.987266","0.852083","1.057063","1.069426","0 out of 10","0 out of 9","0 out of 10"
"2021","330197",CANTON-POTSDAM HOSPITAL,"50 LEROY STREET",POTSDAM,NY,"13676",Saint Lawrence,"0.987266","0.852083","0.825655","0.858894","9 out of 10","0 out of 9","9 out of 10"
"2021","330198",MOUNT SINAI SOUTH NASSAU,ONE HEALTHY WAY,OCEANSIDE,NY,"11572",Nassau,"0.987266","0.852083","1.054225","1.045637","0 out of 10","0 out of 9","0 out of 10"
"2021","330199",METROPOLITAN HOSPITAL CENTER,"1901 FIRST AVENUE",NEW YORK,NY,"10029",New York,"0.987266","0.852083","0.916235","1.061556","0 out of 10","0 out of 9","0 out of 10"
"2021","330201",KINGSBROOK JEWISH MEDICAL CENTER,"585 SCHENECTADY AVENUE",BROOKLYN,NY,"11203",Kings,"0.987266","0.852083","1.031588","1.129954","0 out of 10","0 out of 9","0 out of 10"
"2021","330203",CROUSE HOSPITAL,"736 IRVING AVENUE",SYRACUSE,NY,"13210",Onondaga,"0.987266","0.852083","0.960080","0.964849","2 out of 10","0 out of 9","2 out of 10"
"2021","330204",BELLEVUE HOSPITAL CENTER,"462 FIRST AVENUE",NEW YORK,NY,"10016",New York,"0.987266","0.852083","0.899923","0.961050","2 out of 10","0 out of 9","2 out of 10"
"2021","330205",ST ANTHONY COMMUNITY HOSPITAL,"15 MAPLE AVENUE -19",WARWICK,NY,"10990",Orange,"0.987266","0.852083","0.994045","1.009587","0 out of 10","0 out of 9","0 out of 10"
"2021","330208",ST JOHN'S RIVERSIDE HOSPITAL,"976 NORTH BROADWAY",YONKERS,NY,"10701",Westchester,"0.987266","0.852083","1.013107","1.033876","0 out of 10","0 out of 9","0 out of 10"
"2021","330211",CLAXTON-HEPBURN MEDICAL CENTER,"214 KING STREET",OGDENSBURG,NY,"13669",Saint Lawrence,"0.987266","0.852083","0.896878","0.950622","3 out of 10","0 out of 9","3 out of 10"
"2021","330214",NYU LANGONE HOSPITALS,"550 FIRST AVENUE",NEW YORK,NY,"10016",New York,"0.987266","0.852083","1.048744","1.028393","0 out of 10","1 out of 9","1 out of 10"
"2021","330215","ROME MEMORIAL HOSPITAL, INC","1500 NORTH JAMES STREET",ROME,NY,"13440",Oneida,"0.987266","0.852083","0.943101","0.970409","2 out of 10","0 out of 9","2 out of 10"
"2021","330218",OSWEGO HOSPITAL,"110 WEST SIXTH STREET",OSWEGO,NY,"13126",Oswego,"0.987266","0.852083","0.973533","0.986827","1 out of 10","0 out of 9","1 out of 10"
"2021","330219",ERIE COUNTY MEDICAL CENTER,"462 GRIDER STREET",BUFFALO,NY,"14215",Erie,"0.987266","0.852083","0.978226","1.009359","0 out of 10","0 out of 9","0 out of 10"
"2021","330221",WYCKOFF HEIGHTS MEDICAL CENTER,"374 STOCKHOLM STREET",BROOKLYN,NY,"11237",Kings,"0.987266","0.852083","0.965157","0.960408","2 out of 10","0 out of 9","2 out of 10"
"2021","330222",SARATOGA HOSPITAL,"211 CHURCH STREET",SARATOGA SPRINGS,NY,"12866",Saratoga,"0.987266","0.852083","0.887911","0.892154","7 out of 10","0 out of 9","7 out of 10"
"2021","330223",MASSENA MEMORIAL HOSPITAL,"1 HOSPITAL DRIVE",MASSENA,NY,"13662",Saint Lawrence,"0.987266","0.852083","0.809683","0.821728","10 out of 10","0 out of 9","10 out of 10"
"2021","330226",UNITY HOSPITAL OF ROCHESTER,"1555 LONG POND ROAD",ROCHESTER,NY,"14626",Monroe,"0.987266","0.852083","0.908386","0.913705","5 out of 10","0 out of 9","5 out of 10"
"2021","330229",BROOKS MEMORIAL HOSPITAL,"529 CENTRAL AVENUE",DUNKIRK,NY,"14048",Chautauqua,"0.987266","0.852083","1.001637","0.948434","3 out of 10","3 out of 9","3 out of 10"
"2021","330231",QUEENS HOSPITAL CENTER,"82-68 164TH STREET",JAMAICA,NY,"11432",Queens,"0.987266","0.852083","0.938105","0.912962","5 out of 10","2 out of 9","5 out of 10"
"2021","330233",BROOKDALE HOSPITAL MEDICAL CENTER,"1 BROOKDALE PLAZA",BROOKLYN,NY,"11212",Kings,"0.987266","0.852083","0.990897","0.982227","1 out of 10","0 out of 9","1 out of 10"
"2021","330234",WESTCHESTER MEDICAL CENTER,"100 WOODS RD",VALHALLA,NY,"10595",Westchester,"0.987266","0.852083","1.120150","1.107620","0 out of 10","0 out of 9","0 out of 10"
